ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone2Number,Phone2Name,Phone3Number,Phone3Name,Phone4Number,Phone4Name,Phone5Number,Phone5Description,PhoneFax,PhoneTTY,PhoneTollFree,PhoneNumberHotline,PhoneNumberBusinessLine,PhoneNumberOutOfArea,PhoneNumberAfterHours,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers
372954,DCG - DPR - Savoy Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Savoy Recreation Center,"2440 Shannon Place, SE",,Washington,DC,20020,United States,"2440 Shannon Place, SE",,Washington,District Of Columbia,DC,20020,United States,,,,,,,United States,38.862215,-76.972801,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 645-3931,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Also offers a Computer Learning Center.<br /><br />Home visits: Barry",372954,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 8                      ,,,,,,,,,,,,,07/08/1999 00:00,8/29/11 16:03,,"Key Contact Person for Answers, Please!",
373818,DCG - DPR - Senior Citizens Services Program,"DCPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dc Department Of Parks And Recreation Senior Citizens Services Program,3149 16Th St Nw,,Washington,DC,20010,United States,"3149 16Th Street, NW",,Washington,District Of Columbia,DC,20010,United States,,,,,DC,,United States,38.932816,-77.029699,"8:30am - 6:00pm, Monday - Friday",(202) 673-7647,Customer Service Center,,,,,,,,,(202) 673-2087,,,,,,,dpr@dc.gov,www.dpr.dc.gov,Active,,"Provides a comprehensive range of program activities designed to promote the emotional, social and physical well-being of older adults and senior citizens.  Offers leisure activities at 16 senior recreation centers located throughout the city.  Provides p",373818,City-Wide,,Open to individuals age 55 years and older,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,Registration may be required for some activities,,,"English, Spanish (some)",,,,,,,7/31/02 0:00,12/06/2011 21:31,,,
373751,DCG - DPR - Sharpe Therapeutic Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Sharpe Therapeutic Center,"4300 13Th Street, NW",,Washington,DC,20011,United States,"4300 13Th Street, NW",,Washington,District Of Columbia,DC,20011,United States,,,,,,,United States,38.952387,-77.017836,"7:00 am - 6:00 pm, Monday - Friday",(202) 541-3888,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Includes therapeutic aquatics.<br /><br />Home visits: Penn Branch            ",373751,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,11/28/00 0:00,8/30/11 16:23,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
373902,DCG - DPR - Sherwood Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dcg - Dpr - Sherwood Recreation Center,640 10Th Street Ne,,Washington,DC,20002,United States,"640 10Th Street, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,DC,,United States,38.9057,-76.9861,"10:00 am - 9:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",(202) 698-3075,Main Number,,,(202) 673-7647,General Customer Service Number,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.",373902,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 6                      ,,,,,,,,,,,,,06/07/2005 00:00,12/06/2011 21:32,,,
373903,DCG - DPR - Southeast Tennis and Learning Center,"DPR, DRP, SE Tennis and Learning Center",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Southeast Tennis And Learning Cen,701 Mississippi Avenue Se,,Washington,DC,20032,United States,"701 Mississippi Avenue, SE",,Washington,District Of Columbia,DC,20032,United States,,,,,DC,,United States,38.835705,-77.000212,Mon - Fri 9:00pm - 9:00pm; Sat 9:00am - 4:00pm (Closed Sun),(202) 645-6242,Main Number,(202) 645-6273,Alternate Number,(202) 673-7647,General Customer Service Number,,,(202) 671-4135,Automated Camp Registration,(202) 673-2087,,,,,,,,http://dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities also include tennis and additional academic activities.<br /><br />Home visits: Anacostia              ",373903,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 8                      ,,,,,,,,,,,,,06/07/2005 00:00,12/06/2011 21:34,,,
372955,DCG - DPR - Stead Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Stead Recreation Center,"1625 P Street, NW",,Washington,DC,20036,United States,"1625 P Street, NW",,Washington,District Of Columbia,DC,20036,United States,,,,,DC,,United States,38.906704,-77.041912,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 673-4465,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Encourages boys and girl of ages 7 through 14 to explore the fundamentals and techniques involved in cheerleading and pom pom routines.  It includes proper warm-up exercises, dance formations, cheers, mounts, jumps, and stunts.<br /><br />Home visits: Con",372955,Ward 4,,7 to 14 years inclusive,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,"Flat fee, $35/ Session                                                                                                        ",,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:36,,,
372928,DCG - DPR - Stoddert Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Stoddert Recreation Center,"4001 Calvert Street, NW",,Washington,DC,20007,United States,"4001 Calvert Street, NW",,Washington,District Of Columbia,DC,20007,United States,,,,,DC,,United States,38.9147,-77.0771,Mon - Fri 3:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 299-3324,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs. Includes flag football and cheerleading and pom-pom.<br /><br />Home visits: Woodley Park           ",372928,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,,,,,,,,,,,,07/07/1999 00:00,12/06/2011 21:37,,,
373179,DCG - DPR - Taft Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Taft Recreation Center,"18Th And Perry Streets, NE",,Washington,DC,20018,United States,"18Th And Perry Streets, NE",,Washington,District Of Columbia,DC,20018,United States,,,,,,,United States,38.927564,-76.975626,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 576-6417,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Also offers basketball.<br /><br />Home visits: Brookland            ",373179,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,8/23/99 0:00,8/30/11 10:14,,"Key Contact Person for Answers, Please!  Vandale Campbell,  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
372953,DCG - DPR - Takoma Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dpr - Takoma Recreation Center,300 Van Buren Streets Nw,,Washington,DC,20012,United States,"300 Van Buren Streets, NW",,Washington,District Of Columbia,DC,20012,United States,,,,,DC,,United States,38.976286,-77.027263,"10:00 am - 9:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",(202) 576-7068,Main Number,(202) 673-7647,General Customer Service Number,,,,,(202) 671-4135,Automated Camp Registration,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include soccer and tennis.<br /><br />Home visits: Mount Pleasant         ",372953,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:39,,,
372950,DCG - DPR - Takoma School Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Department Of Recreation & Parks Urban Camps - Takoma School Recreation Center,,,Washington,DC,20012,United States,,,Washington,District Of Columbia,DC,20012,United States,,,,,DC,,United States,38.976286,-77.027263,"10:00 am - 9:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",,,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.  Supports the DC Winter Games for Youth competing in basketball, bowling, soccer, track and field and volleyball.  Other activities include football, golf and basketball.<br /><br />Ho",372950,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,07/08/1999 00:00,8/29/11 15:58,,,
373168,DCG - DPR - Theodore Hagan Cultural Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Theodore Hagan Junior Cultural Center,"3201 Fort Lincoln Drive, NE",,Washington,DC,20018,United States,"3201 Fort Lincoln Drive, NE",,Washington,District Of Columbia,DC,20018,United States,,,,,DC,,United States,38.927564,-76.975626,"Mon - Fri, 9:00am - 5:30pm",(202) 576-3017,Main Number,,,(202) 673-7647,,,,,,(202) 673-2087,,,,,,,,dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include ceramics, sewing, art and exercise classes.<br /><br />Home visits: Fort Davis             ",373168,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,8/23/99 0:00,12/06/2011 21:40,,,
373752,DCG - DPR - Thurgood Marshall Indoor Swimming Pool,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Thurgood Marshall Indoor Swimming Pool,"Fort Lincoln And Barney Drives, NE",,Washington,DC,,United States,"Fort Lincoln And Barney Drives, NE",,Washington,District Of Columbia,DC,,United States,,,,,,,United States,38.833193,-77.213088,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 645-3931,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Provides general public swimming, aqua aerobics and learn to swim classes.<br /><br />Home visits: Fort Lincoln           ",373752,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,11/28/00 0:00,8/30/11 16:28,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
373174,DCG - DPR - Turkey Thicket Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Turkey Thicket Recreation Center,"1100  Michigan Avenue, NE",,Washington,DC,20017,United States,"1100  Michigan Avenue, NE",,Washington,District Of Columbia,DC,20017,United States,,,,,DC,,United States,38.937664,-76.993268,"10:00 am - 9:00 pm, Monday - Friday; 10:00 am - 4:00 pm, Saturday",(202) 576-9238,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities include poetry, a Computer Learning Center and cheerleading and pom-pom.<br /><br />Home visits: Edgewood               ",373174,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,8/23/99 0:00,12/06/2011 21:41,,,
372936,DCG - DPR - Upshur Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Upshur Recreation Center,4300 Arkansas Avenue Nw,,Washington,DC,20011,United States,"4300 Arkansas Avenue, NW",,Washington,District Of Columbia,DC,20011,United States,,,,,DC,,United States,38.952387,-77.017836,Mon - Fri 2:30pm - 9:00pm; Sat 10:00am - 4:00pm (Closed Sun),(202) 576-6842,Main Number,(202) 673-7647,General Customer Service Number,,,,,(202) 671-4135,Automated Camp Registration,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.  Activities basketball, cheerleading and pom-pom, flag football and a Computer Learning Center.<br /><br />Home visits: Petworth               ",372936,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 4                      ,,,,,,,,,,,,,07/08/1999 00:00,12/06/2011 21:42,,,
373172,DCG - DPR - Watts Branch Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Watts Branch Recreation Center,6201 Banks Street Ne,,Washington,DC,20019,United States,"6201 Banks Street, NE",,Washington,District Of Columbia,DC,20019,United States,,,,,DC,,United States,38.89125,-76.939062,,(202) 727-5432,Main Number,(202) 673-7647,General Customer Service Number,,,,,(202) 671-4135,Automated Camp Registration,(202) 673-2087,,,,,,,,http://www.dpr.dc.gov,Active,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Fairmont Heights       ",373172,,,,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 7                      ,,,,,,,,,,,,,8/23/99 0:00,12/06/2011 21:44,,,
372952,DCG - DPR - Wheatley Recreation Center,"DPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Wheatley Recreation Center,"1200 Morse Street, NE",,Washington,DC,20002,United States,"1200 Morse Street, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,,,United States,38.9057,-76.9861,"9:00 am - 10:00 pm, Monday - Friday; 7:00 am - 7:00 pm, Saturday - Sunday",(202) 724-4876,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Inactive,,"Offers a wide variety of recreation, leisure and educational programs.<br /><br />Home visits: Brookland              ",372952,,,,Benjamin Cottey,Administrator,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NE                     ,,Transportation Available: 5                      ,,,,,,,,,,,,,07/08/1999 00:00,8/29/11 15:59,,"Key Contact Person for Answers, Please!  Vandale Campbell;  Title:  Manager of Youth Intervention  Phone:  (202) 576-8570  Fax:  (202) 576-8905",
373728,DCG - DPR - William H Rumsey Aqautic Center,"DPR, DRP, William H. Rumsey",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Capital East Natorium Indoor Swimming Pool,635 Carolina Avenue Se,,Washington,DC,20002,United States,"635 North Carolina Avenue, SE",,Washington,District Of Columbia,DC,20002,United States,,,,,,,United States,38.9057,-76.9861,"6:30 am - 9:00 pm, Monday - Friday; 10:00 am - 5:00 pm, Saturday - Sunday",(202) 724-4495,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,,,,,,,,,http://dpr.dc.gov,Inactive,,"Provides general public swimming, aqua aerobics and learn to swim classes.<br /><br />Home visits: Capitol Hill           ",373728,,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 6                      ,,,,,,,,,,,,,11/27/00 0:00,8/30/11 10:18,,,
373753,DCG - DPR - Wilson Aquatic Center,"DCP0R, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Woodrow Wilson Indoor Swimming Pool,"4551 Fort Drive, NW",,Washington,DC,20016,United States,"4551 Fort Drive, NW",,Washington,District Of Columbia,DC,20016,United States,,,,,DC,,United States,38.940278,-77.088756,"Mon-Fri 6:00am - 9:00pm; Sat,Sun 9:00am - 5:00pm",(202) 730-0583,Main Number,(202) 673-7647,General Customer Service Number,,,,,,,(202) 576-8905,,,,,,,,http://www.dpr.dc.gov,Active,,"Provides general public swimming, synchronized swimming, aqua aerobics, learn to swim classes and supports the water volleyball tournament.<br /><br />Home visits: Tenleytown             ",373753,,,,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 3                      ,,,,,,,,,,,,,11/28/00 0:00,12/06/2011 21:45,,,
373821,DCG - DPR - Youth Intervention Services Program,"DCPR, DRP",,Program,DCG - Department of Parks and Recreation (DPR),372230,DCAP,Dc Department Of Parks And Recreation Youth Intervention Services Program,3149 16Th St Nw,,Washington,DC,20010,United States,"3149 16Th Street, NW",,Washington,District Of Columbia,DC,20010,United States,,,,,DC,,United States,38.932816,-77.029699,"8:30am - 6:00pm, Monday - Friday",(202) 673-7647,Customer Service Center,,,,,,,,,(202) 673-2087,,,,,,,dpr@dc.gov,www.dpr.dc.gov,Active,,"Offers two primary programs, Roving Leaders and Junior Roving Leaders, designed to provide recreational, cultural, educational, and civic leadership opportunities, as well as social support services, for youth.<br /><br />Home visits: Columbia Heights    ",373821,District of Columbia,,Ages 9 - 24,Jesus Aguirre,Director,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 1                      ,,,"Varies, Telephone",,,,,,,,,,7/31/02 0:00,12/06/2011 21:47,,,
373214,DCG - DPW - Rodent Control,"DPW, RAT ABATEMENT, PEST CONTROL, SWEEP - VECTOR CONTROL",,Program,DCG - Department of Public Works (DPW),372064,DCAP,Department Of Public Works,"899 North Capitol Street, NE",,Washington,DC,20002,United States,"899 North Capitol Street, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,,,United States,38.9057,-76.9861,"8:15 am - 4:45 pm, Monday - Friday",(202) 535-1954,Rodent Control,,,(202) 673-6833,Administrative Number,,,,,(202) 671-0642,,,,,,,,http://dpw.dc.gov,Active,,"Handles complaints about rodents from DC residents, requests are handled by the Mayor's Citywide Call Center, which assigns a tracking number to each request.  Participates in inter-agency communication to assure an integrated citywide approach to rodent ",373214,District of Columbia,,Infestation must occur in DC,,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,"Telephone, Internet On-line Service Request",,,,,,,,,,8/30/99 0:00,8/30/11 13:33,,,
